timestamp,track_id,plate_number,violation_type,image_path,plate_image_path
2026-07-26T01:53:11,687,,RED_LIGHT,outputs\vuot_den_do\687_20260726_015311_xe.jpg,
2026-07-26T01:56:12,988,,RED_LIGHT,outputs\vuot_den_do\988_20260726_015612_xe.jpg,
2026-07-26T01:58:44,2521,,RED_LIGHT,outputs\vuot_den_do\2521_20260726_015844_xe.jpg,
